2020-04-04,1
2020-04-05,2
2020-04-06,2
2020-04-07,2
2020-04-08,2
2020-04-09,2
2020-04-10,3
2020-04-11,4
2020-04-12,4
2020-04-13,4
2020-04-14,4
2020-04-15,4
2020-04-16,4
2020-04-17,5
2020-04-18,5
2020-04-19,6
2020-04-20,6
2020-04-21,6
2020-04-22,6
2020-04-23,7
2020-04-24,6
2020-04-25,6
2020-04-26,7
2020-04-27,7
2020-04-28,7
2020-04-29,7
2020-04-30,7
2020-05-01,7
2020-05-02,7
2020-05-03,7
2020-05-04,8
2020-05-05,7
2020-05-06,7
2020-05-07,7
2020-05-08,7
2020-05-09,7
2020-05-10,7
2020-05-11,7
2020-05-12,7
2020-05-13,7
2020-05-14,7
2020-05-15,7
2020-05-16,7
2020-05-17,7
2020-05-18,7
2020-05-19,8
2020-05-20,8
2020-05-21,8
2020-05-22,8
2020-05-23,8
2020-05-24,9
2020-05-25,9
2020-05-26,9
2020-05-27,10
2020-05-28,11
2020-05-29,11
2020-05-30,11
2020-05-31,11
2020-06-01,11
2020-06-02,13
2020-06-03,13
2020-06-04,13
2020-06-05,14
2020-06-06,15
2020-06-07,15
2020-06-08,15
2020-06-09,14
2020-06-10,14
2020-06-11,14
2020-06-12,14
2020-06-13,14
2020-06-14,16
2020-06-15,16
2020-06-16,16
2020-06-17,16
